date,close
2017-12-03,995.36
2017-12-10,1000.0
2017-12-17,997.0
2017-12-24,1000.0
2017-12-31,999.0
2018-01-07,997.0
2018-01-14,995.0
2018-01-21,999.0
2018-01-28,998.0
2018-02-04,998.0
2018-02-11,998.0
2018-02-18,998.0
2018-02-25,996.0
2018-03-04,1001.0
2018-03-11,1001.0
2018-03-18,1001.0
2018-03-25,1000.0
2018-04-01,1002.0
2018-04-08,1000.0
2018-04-15,995.0
2018-04-22,995.0
2018-04-29,999.0
2018-05-06,1002.0
2018-05-13,1000.0
2018-05-20,1003.0
2018-05-27,1003.0
2018-06-03,1001.0
2018-06-10,1005.0
2018-06-17,1000.0
2018-06-24,1002.0
2018-07-01,1001.0
2018-07-08,1005.0
2018-07-15,1003.0
2018-07-22,998.0
2018-07-29,995.0
2018-08-05,995.0
2018-08-12,996.0
2018-08-19,996.0
2018-08-26,993.0
2018-09-02,995.0
2018-09-09,990.0
2018-09-16,991.0
2018-09-23,989.0
2018-09-30,989.0
2018-10-07,986.0
2018-10-14,991.0
2018-10-21,994.0
2018-10-28,991.0
2018-11-04,992.0
2018-11-11,995.0
2018-11-18,994.0
2018-11-25,994.0
2018-12-02,1001.0
2018-12-09,997.0
2018-12-16,1001.0
2018-12-23,1000.0
2018-12-30,1004.0
2019-01-06,1002.0
2019-01-13,1004.0
2019-01-20,1004.0
2019-01-27,1005.0
2019-02-03,1009.0
2019-02-10,1011.0
2019-02-17,1013.0
2019-02-24,1011.0
2019-03-03,1007.0
2019-03-10,1010.0
2019-03-17,1010.0
2019-03-24,1015.0
2019-03-31,1011.0
2019-04-07,1014.0
2019-04-14,1011.0
2019-04-21,1010.0
2019-04-28,1010.0
2019-05-05,1010.0
2019-05-12,1011.0
2019-05-19,1012.0
2019-05-26,1017.0
2019-06-02,1017.0
2019-06-09,1020.0
2019-06-16,1028.0
2019-06-23,1021.0
2019-06-30,1022.0
2019-07-07,1020.0
2019-07-14,1023.0
2019-07-21,1023.0
2019-07-28,1024.0
2019-08-04,1030.0
2019-08-11,1035.0
2019-08-18,1034.0
2019-08-25,1038.0
2019-09-01,1028.9399
2019-09-08,1020.0
2019-09-15,1026.0
2019-09-22,1026.0
2019-09-29,1024.0
2019-10-06,1021.0
2019-10-13,1019.0
2019-10-20,1017.0
2019-10-27,1021.0
2019-11-03,1012.0
2019-11-10,1012.0
2019-11-17,1015.0
2019-11-24,1014.0
2019-12-01,1012.0
2019-12-08,1011.0
2019-12-15,1009.0
2019-12-22,1012.0
2019-12-29,1014.0
2020-01-05,1011.0
2020-01-12,1010.0
2020-01-19,1013.0
2020-01-26,1017.0
2020-02-02,1012.0
2020-02-09,1014.0
2020-02-16,1017.0
2020-02-23,1021.0
2020-03-01,1018.44
2020-03-08,999.0
2020-03-15,992.0
2020-03-22,999.0
2020-03-29,1002.0
2020-04-05,1005.0
2020-04-12,1004.0
2020-04-19,1009.0
2020-04-26,1008.0
2020-05-03,1007.0
2020-05-10,1007.0
2020-05-17,1006.0
2020-05-24,1004.0
2020-05-31,998.0
2020-06-07,1003.0
2020-06-14,1002.0
2020-06-21,1002.0
2020-06-28,999.0
2020-07-05,1002.0
2020-07-12,1000.0
2020-07-19,1001.0
2020-07-26,1001.0
2020-08-02,1002.0
2020-08-09,997.0
2020-08-16,997.0
2020-08-23,995.0
2020-08-30,995.0
2020-09-06,997.0
2020-09-13,999.0
2020-09-20,997.0
2020-09-27,999.0
2020-10-04,997.0
2020-10-11,996.0
2020-10-18,996.0
2020-10-25,995.0
2020-11-01,999.0
2020-11-08,998.0
2020-11-15,1000.0
2020-11-22,999.0
2020-11-29,998.0
2020-12-06,1000.0
2020-12-13,1000.0
2020-12-20,1000.0
2020-12-27,999.0
2021-01-03,997.0
2021-01-10,998.0
2021-01-17,997.0
2021-01-24,996.0
2021-01-31,995.0
2021-02-07,995.0
2021-02-14,992.0
2021-02-21,987.0
2021-02-28,991.94
2021-03-07,993.0
2021-03-14,989.0
2021-03-21,995.0
2021-03-28,994.0
2021-04-04,994.0
2021-04-11,996.0
2021-04-18,995.0
2021-04-25,995.0
2021-05-02,995.0
2021-05-09,995.0
2021-05-16,994.0
2021-05-23,995.0
2021-05-30,993.0
2021-06-06,997.0
2021-06-13,996.0
2021-06-20,995.0
2021-06-27,997.0
2021-07-04,997.0
2021-07-11,1000.0
2021-07-18,1000.0
2021-07-25,1000.0
2021-08-01,1001.0
2021-08-08,998.0
2021-08-15,999.0
2021-08-22,998.0
2021-08-29,999.0
2021-09-05,995.0
2021-09-12,995.0
2021-09-19,994.0
2021-09-26,995.0
2021-10-03,994.0
2021-10-10,995.0
2021-10-17,992.0
2021-10-24,993.0
2021-10-31,995.0
2021-11-07,994.0
2021-11-14,994.0
2021-11-21,992.0
2021-11-28,994.5
2021-12-05,993.6
2021-12-12,994.8
2021-12-19,993.4
2021-12-26,993.2
2022-01-02,990.4
2022-01-09,989.4
2022-01-16,989.0
2022-01-23,987.6
2022-01-30,983.3
2022-02-06,980.2
2022-02-13,974.8
2022-02-20,978.8
2022-02-27,980.8
2022-03-06,977.6
2022-03-13,976.0
2022-03-20,972.6
2022-03-27,975.0
2022-04-03,971.6
2022-04-10,973.8
2022-04-17,970.0
2022-04-24,972.9
2022-05-01,970.5
2022-05-08,971.4
2022-05-15,972.3
2022-05-22,972.1
2022-05-29,971.6
2022-06-05,968.3
2022-06-12,962.9
2022-06-19,963.5
2022-06-26,962.1
2022-07-03,962.5
2022-07-10,964.5
2022-07-17,964.5
2022-07-24,967.7
2022-07-31,969.4
2022-08-07,970.0
2022-08-14,970.3
2022-08-21,968.1
2022-08-28,963.0
2022-09-04,958.8
2022-09-11,956.7
2022-09-18,956.9
2022-09-25,953.4
2022-10-02,956.1
2022-10-09,949.7
2022-10-16,943.0
2022-10-23,950.5
2022-10-30,946.3
2022-11-06,952.8
2022-11-13,953.0
2022-11-20,948.0
2022-11-27,947.7
2022-12-04,950.4
2022-12-11,948.6
2022-12-18,939.0
2022-12-25,933.7
2023-01-01,934.6
2023-01-08,927.6
2023-01-15,936.7
2023-01-22,934.0
2023-01-29,937.5
2023-02-05,935.6
2023-02-12,936.3
2023-02-19,936.7
2023-02-26,946.4
2023-03-05,938.7
2023-03-12,951.4
2023-03-19,950.3
2023-03-26,952.7
2023-04-02,947.5
2023-04-09,949.0
2023-04-16,946.8
2023-04-23,954.0
2023-04-30,953.6
2023-05-07,955.8
2023-05-14,955.5
2023-05-21,955.7
2023-05-28,955.3
2023-06-04,955.2
2023-06-11,957.1
2023-06-18,958.7
2023-06-25,958.6
2023-07-02,953.9
2023-07-09,949.6
2023-07-16,951.4
2023-07-23,947.5
2023-07-30,934.8
2023-08-06,940.3
2023-08-13,935.9
2023-08-20,935.3
2023-08-27,938.0
2023-09-03,933.3
2023-09-10,932.9
2023-09-17,927.5
2023-09-24,925.1
2023-10-01,921.0
2023-10-08,925.7
2023-10-15,917.0
2023-10-22,915.0
2023-10-29,914.2
2023-11-05,918.5
2023-11-12,928.7
2023-11-19,926.9
2023-11-26,927.9
2023-12-03,926.0
2023-12-10,927.3
2023-12-17,934.4
2023-12-24,933.0
2023-12-31,933.4
2024-01-07,939.6
2024-01-14,934.1
2024-01-21,929.1
2024-01-28,932.8
2024-02-04,929.6
2024-02-11,928.6
2024-02-18,929.2
2024-02-25,931.5
2024-03-03,926.7
2024-03-10,923.9
2024-03-17,927.8
2024-03-24,926.3
2024-03-31,926.4
2024-04-07,918.8
2024-04-14,921.0
2024-04-21,914.8
2024-04-28,915.6
2024-05-05,913.1
2024-05-12,909.3
2024-05-19,904.1
2024-05-26,902.4
2024-06-02,909.7
2024-06-09,912.9
2024-06-16,909.5
2024-06-23,904.7
2024-06-30,903.6
2024-07-07,904.3
2024-07-14,905.1
2024-07-21,902.4
2024-07-28,907.3
2024-08-04,916.4
2024-08-11,914.9
2024-08-18,914.9
2024-08-25,913.2
2024-09-01,913.52
2024-09-08,915.6
2024-09-15,912.7
2024-09-22,916.5
2024-09-29,915.2
2024-10-06,908.4
2024-10-13,908.0
2024-10-20,907.6
2024-10-27,909.7
2024-11-03,906.5
2024-11-10,901.5
2024-11-17,900.7
2024-11-24,902.9
2024-12-01,902.9
2024-12-08,904.5
2024-12-15,904.1
2024-12-22,902.0
2024-12-29,902.0
2025-01-05,897.0
2025-01-12,893.2
2025-01-19,896.4
2025-01-26,902.0
2025-02-02,888.2
2025-02-09,887.3
2025-02-16,885.2
2025-02-23,880.0
2025-03-02,879.2
2025-03-09,876.7
2025-03-16,876.9
2025-03-23,874.4
2025-03-30,885.7
2025-04-06,898.8
2025-04-13,883.2
2025-04-20,879.2
2025-04-27,885.0
2025-05-04,878.7
2025-05-11,871.0
2025-05-18,865.3
2025-05-25,870.8
2025-06-01,871.7
2025-06-08,873.6
2025-06-15,873.5
2025-06-22,872.9
2025-06-29,877.5
2025-07-06,867.5
2025-07-13,866.9
2025-07-20,864.2
2025-07-27,868.8
2025-08-03,867.3
2025-08-10,862.3
2025-08-17,862.2
2025-08-24,863.3
2025-08-31,858.84
2025-09-07,859.2
2025-09-14,857.6
2025-09-21,858.0
2025-09-28,857.4
2025-10-05,855.9
2025-10-12,858.2
2025-10-19,859.2
2025-10-26,859.0
2025-11-02,857.1
2025-11-09,854.9
2025-11-16,852.0
2025-11-23,847.3
2025-11-30,842.2
2025-12-07,843.6
2025-12-14,840.0
2025-12-21,842.6
2025-12-28,837.2
2026-01-04,837.9
2026-01-11,834.1
2026-01-18,827.2
2026-01-25,829.0
2026-02-01,832.0
2026-02-08,833.4
2026-02-15,839.7
2026-02-22,840.6
2026-03-01,833.15
2026-03-08,828.4
2026-03-15,828.0
2026-03-22,822.7
2026-03-29,822.2
2026-04-05,820.0
2026-04-12,821.7
2026-04-19,820.9
2026-04-26,817.5
2026-05-03,817.1
2026-05-10,807.4
2026-05-17,806.0
2026-05-24,809.1
2026-05-31,810.8
2026-06-07,814.6
2026-06-14,813.7
2026-06-21,816.5
2026-06-28,805.9
2026-07-05,807.8
2026-07-12,812.3
2026-07-19,806.9
2026-07-26,808.6
2026-08-02,807.3
2026-08-09,804.3
2026-08-16,803.7
2026-08-21,802.4
